Schedule name,Environment name,Schedule run date,Animal ID,End Summary - Condition (1),End Summary - Trials Completed (1),End Summary - No Correction Trials (1),End Summary - % Correct (1),End Summary - Left ITI Touches (1),End Summary - Right ITI Touches (1),Single Trial Result - Condition (1),Single Trial Result - Condition (2),Single Trial Result - Condition (3),Single Trial Result - Condition (4),Single Trial Result - Condition (5),Single Trial Result - Condition (6),Single Trial Result - Condition (7),Single Trial Result - Condition (8),Single Trial Result - Condition (9),Single Trial Result - Condition (10),Single Trial Result - Condition (11),Single Trial Result - Condition (12),Single Trial Result - Condition (13),Single Trial Result - Condition (14),Single Trial Result - Condition (15),Single Trial Result - Condition (16),Single Trial Result - Condition (17),Single Trial Result - Condition (18),Single Trial Result - Condition (19),Single Trial Result - Condition (20),Single Trial Result - Condition (21),Single Trial Result - Condition (22),Single Trial Result - Condition (23),Single Trial Result - Condition (24),Single Trial Result - Condition (25),Single Trial Result - Condition (26),Single Trial Result - Condition (27),Single Trial Result - Condition (28),Single Trial Result - Condition (29),Single Trial Result - Condition (30),Single Trial Result - Trial Percent Correct (1),Single Trial Result - Trial Percent Correct (2),Single Trial Result - Trial Percent Correct (3),Single Trial Result - Trial Percent Correct (4),Single Trial Result - Trial Percent Correct (5),Single Trial Result - Trial Percent Correct (6),Single Trial Result - Trial Percent Correct (7),Single Trial Result - Trial Percent Correct (8),Single Trial Result - Trial Percent Correct (9),Single Trial Result - Trial Percent Correct (10),Single Trial Result - Trial Percent Correct (11),Single Trial Result - Trial Percent Correct (12),Single Trial Result - Trial Percent Correct (13),Single Trial Result - Trial Percent Correct (14),Single Trial Result - Trial Percent Correct (15),Single Trial Result - Trial Percent Correct (16),Single Trial Result - Trial Percent Correct (17),Single Trial Result - Trial Percent Correct (18),Single Trial Result - Trial Percent Correct (19),Single Trial Result - Trial Percent Correct (20),Single Trial Result - Trial Percent Correct (21),Single Trial Result - Trial Percent Correct (22),Single Trial Result - Trial Percent Correct (23),Single Trial Result - Trial Percent Correct (24),Single Trial Result - Trial Percent Correct (25),Single Trial Result - Trial Percent Correct (26),Single Trial Result - Trial Percent Correct (27),Single Trial Result - Trial Percent Correct (28),Single Trial Result - Trial Percent Correct (29),Single Trial Result - Trial Percent Correct (30),Correct touch latency mean,Correct touch latency detail (1),Correct touch latency detail (2),Correct touch latency detail (3),Correct touch latency detail (4),Correct touch latency detail (5),Correct touch latency detail (6),Correct touch latency detail (7),Correct touch latency detail (8),Correct touch latency detail (9),Correct touch latency detail (10),Correct touch latency detail (11),Correct touch latency detail (12),Correct touch latency detail (13),Correct touch latency detail (14),Correct touch latency detail (15),Correct touch latency detail (16),Correct touch latency detail (17),Correct touch latency detail (18),Correct touch latency detail (19),Correct touch latency detail (20),Correct touch latency detail (21),Correct touch latency detail (22),Correct touch latency detail (23),Correct touch latency detail (24),Correct touch latency detail (25),Correct touch latency detail (26),Correct touch latency detail (27),Correct touch latency detail (28),Correct touch latency detail (29),Correct touch latency detail (30),Blank Touch Latency detail (1),Blank Touch Latency detail (2),Blank Touch Latency detail (3),Blank Touch Latency detail (4),Blank Touch Latency detail (5),Blank Touch Latency detail (6),Blank Touch Latency detail (7),Blank Touch Latency detail (8),Blank Touch Latency detail (9),Blank Touch Latency detail (10),Blank Touch Latency detail (11),Blank Touch Latency detail (12),Blank Touch Latency detail (13),Blank Touch Latency detail (14),Blank Touch Latency detail (15),Blank Touch Latency detail (16),Blank Touch Latency detail (17),Blank Touch Latency detail (18),Blank Touch Latency detail (19),Blank Touch Latency detail (20),Blank Touch Latency detail (21),Blank Touch Latency detail (22),Blank Touch Latency mean,Correct Reward Collection mean,Correct Reward Collection detail (1),Correct Reward Collection detail (2),Correct Reward Collection detail (3),Correct Reward Collection detail (4),Correct Reward Collection detail (5),Correct Reward Collection detail (6),Correct Reward Collection detail (7),Correct Reward Collection detail (8),Correct Reward Collection detail (9),Correct Reward Collection detail (10),Correct Reward Collection detail (11),Correct Reward Collection detail (12),Correct Reward Collection detail (13),Correct Reward Collection detail (14),Correct Reward Collection detail (15),Correct Reward Collection detail (16),Correct Reward Collection detail (17),Correct Reward Collection detail (18),Correct Reward Collection detail (19),Correct Reward Collection detail (20),Correct Reward Collection detail (21),Correct Reward Collection detail (22),Correct Reward Collection detail (23),Correct Reward Collection detail (24),Correct Reward Collection detail (25),Correct Reward Collection detail (26),Correct Reward Collection detail (27),Correct Reward Collection detail (28),Correct Reward Collection detail (29),Correct Reward Collection detail (30),Day,Sex,Genotype
A_Mouse LD 1 choice reversal v3,Chamber 2 [Env. 18],6/4/2025 15:00,c2m1,921.982,30,0,36.667,3,5,22.737,48.561,70.169,84.743,110.227,128.801,191.085,206.124,272.765,300.227,327.55,344.206,372.015,395.618,419.421,462.193,482.065,509.86,529.85,562.044,653.446,707.326,725.946,746.537,765.087,786.949,841.051,865.602,899.544,921.967,100,0,100,100,100,100,100,100,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,100,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,F,+
A_Mouse Pairwise Punish Incorrect Training v3,Chamber 2 [Env. 18],6/6/2025 15:40,c2m1,768.022,30,0,96.667,54,83,34.258,59.745,84.841,109.811,135.526,157.879,182.295,205.754,229.77,255.812,279.636,304.664,327.965,351.713,377.753,402.062,427.155,456.931,484.631,507.996,531.865,556.468,582.505,610.242,634.365,663.455,690.836,716.133,742.97,768.021,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,1.557,2.423,1.861,1.32,1.567,1.21,1.091,2.053,1.96,2.098,1.585,1.458,1.903,1.322,1.477,1.846,1.09,1.267,1.203,2.374,0.838,1.023,1.785,2.036,1.26,0.955,1.336,1.142,2.034,1.626,,2.738,,,,,,,,,,,,,,,,,,,,,,2.738,1.503,1.596,0.891,0.893,1.568,1.193,1.026,1.344,1.298,0.882,1.634,1.012,1.169,1.076,1.161,3.007,1.309,1.333,1.414,2.766,0.865,1.368,1.641,1.462,1.3,2.387,1.554,4.11,1.424,0.909,,23,F,+
A_Mouse Pairwise Discrimination v3,Chamber 2 [Env. 18],6/9/2025 16:31,c2m1,1217.505,30,14,76.667,59,71,28.216,58.451,107.16,140.874,170.093,341.698,366.466,400.64,426.069,459.582,512.352,571.752,691.602,717.14,745.974,828.951,853.738,878.856,907.773,960.234,983.225,1007.682,1033.569,1057.668,1083.428,1108.444,1133.655,1168.283,1192.36,1217.493,100,0,100,100,0,100,100,100,100,0,0,0,100,100,0,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,F,+
A_Mouse Pairwise Discrimination v3,Chamber 2 [Env. 18],6/10/2025 14:33,c2m1,954.06,30,4,86.667,62,39,30.36,55.455,83.595,107.38,135.984,194.613,224.255,278.385,355.542,381.735,409.082,434.43,462.468,491.084,544.714,569.146,598.552,623.692,648.325,678.487,718.198,745.478,774.623,801.631,826.637,850.548,874.1,900.018,924.119,954.059,100,100,100,100,0,100,0,0,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,F,+
A_Mouse Pairwise Discrimination v3,Chamber 2 [Env. 18],6/11/2025 14:41,c2m1,1111.414,30,8,80,60,72,39.917,69.262,94.106,130.102,157.701,215.664,263.565,287.695,312.448,342.984,377.148,405.931,430.809,463.697,551.95,581.035,605.942,628.428,651.731,675.206,706.5,761.287,793.846,817.587,854.454,882.962,948.961,1037.231,1086.123,1111.402,100,100,100,100,0,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,100,100,100,0,0,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,F,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/12/2025 15:58,c2m1,1620,12,40,50,79,93,36.123,97.84,157.364,983.371,1109.927,1140.472,1169.636,1404.892,1433.932,1462.062,1574.601,1605.906,,,,,,,,,,,,,,,,,,,0,0,0,0,100,100,0,100,100,0,100,100,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,F,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/13/2025 13:59,c2m1,1620.002,12,39,41.667,86,63,31.813,175.085,202.486,406.713,466.186,494.153,675.47,701.626,734.371,843.261,1063.899,1094.094,,,,,,,,,,,,,,,,,,,0,100,0,0,100,0,100,100,0,0,100,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,F,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/16/2025 16:08,c2m1,1620.01,29,27,58.621,130,79,39.576,97.767,293.219,404.534,456.795,484.63,564.633,594.942,679.3,708.948,793.32,844.67,872.596,926.152,952.269,978.925,1005.297,1033.888,1085.662,1116.398,1378.068,1404.421,1432.615,1481.624,1511.787,1536.875,1559.474,1589.222,1615.097,,0,0,0,0,100,0,100,0,100,0,0,100,0,100,100,100,100,0,100,0,100,100,0,100,100,100,100,100,100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,F,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/17/2025 15:21,c2m1,1053.828,30,8,76.667,80,64,28.582,52.891,77.938,106.285,148.398,198.293,227.567,277.565,302.699,333.375,366.319,417.237,443.43,469.202,499.774,586.314,613.62,640.845,665.397,695.953,721.735,747.526,780.831,832.811,862.057,919.104,946.175,971.144,999.406,1053.816,100,100,100,100,0,100,0,100,100,100,0,100,100,100,0,100,100,100,100,100,100,100,0,100,0,100,100,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,F,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/18/2025 15:38,c2m1,1052.932,30,8,73.333,75,95,29.357,84.686,114.985,139.516,167.07,193.506,218.284,243.381,276.838,352.353,380.115,405.509,430.255,456.633,479.383,511.927,563.764,621.192,646.954,679.649,706.501,731.3,763.291,817.725,850.059,908.697,932.23,960.874,1013.218,1052.931,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,0,100,100,100,100,100,0,100,0,100,100,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,F,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/19/2025 16:18,c2m1,1067.274,30,5,83.333,29,77,47.782,100.693,158.947,193.679,227.302,275.744,302.034,327.68,354.328,380.391,407.073,431.39,459.362,483.028,510.813,534.984,563.728,593.243,631.821,676.07,703.815,808.501,834.856,867.11,891.127,918.162,952.54,983.044,1029.862,1067.273,0,0,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,F,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/20/2025 15:56,c2m1,1031.009,30,5,83.333,86,80,34.175,57.031,83.527,107.958,134.477,161.502,187.714,211.127,238.923,271.453,320.36,347.32,370.167,398.623,452.195,495.982,526.057,553.316,578.302,610.149,664.646,688.988,714.924,742.236,799.481,831.447,861.179,885.022,913.939,1030.997,100,100,100,100,100,100,100,100,100,0,100,100,100,0,100,100,100,100,100,0,100,100,100,0,100,100,100,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,F,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/23/2025 16:52,c2m1,1620.012,19,17,63.158,67,53,45.153,94.2,116.932,153.292,194.197,221.627,249.18,302.715,334.432,388.238,421.111,452.475,533.21,731.978,829.974,917.613,948.9,1450.278,1487.585,,,,,,,,,,,,0,100,100,100,100,100,0,100,100,100,100,0,0,0,100,100,0,100,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,F,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/24/2025 15:49,c2m1,1620,24,13,75,51,36,32.252,60.358,84.834,110.718,134.864,166.35,205.581,227.93,279.113,445.579,644.461,679.446,962.794,1005.153,1051.156,1201.793,1241.711,1265.843,1293.722,1380.27,1493.943,1520.731,1564.529,1615.606,,,,,,,100,100,100,100,100,100,100,100,0,100,100,0,100,100,0,100,100,100,0,0,100,100,100,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,F,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/25/2025 14:15,c2m1,1544.99,30,11,73.333,32,61,33.547,71.399,99.099,125.251,156.465,211.674,270.195,299.83,327.641,375.544,401.247,534.599,593.612,674.995,712.777,743.203,816.962,878.836,1004.923,1049.05,1078.36,1112.918,1146.042,1172.332,1198.208,1232.688,1297.897,1326.166,1504.888,1544.989,100,100,100,100,0,0,100,100,100,100,100,100,0,100,100,0,0,0,100,100,100,100,100,100,100,0,100,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,F,+
A_Mouse LD Punish Incorrect Training v2,Chamber 3 [Env. 19],5/2/2025 14:53,c2m2,584.884,30,0,56.667,49,35,22.169,41.276,59.382,77.281,91.547,106.266,122.171,143.731,161.051,174.898,192.238,210.252,239.738,262.985,280.907,297.206,315.262,332.975,351.325,369.57,388.567,405.736,443.283,476.247,490.53,508.268,526.405,544.087,564.459,584.87,100,100,100,100,100,100,100,0,0,100,100,0,100,0,0,100,0,0,0,100,100,0,0,100,100,0,0,100,0,100,4.25,2.205,4.168,4.12,5.104,1.062,1.36,3.584,1.402,2.814,16.335,0.888,4.102,5.526,13.36,1.512,1.956,2.747,,,,,,,,,,,,,,4.765,1.043,1.488,7.274,1.697,0.884,1.325,1.556,1.584,19.875,0.931,1.815,3.888,,,,,,,,,,3.702,1.961,1.266,2.131,1.238,0.93,1.489,1.588,1.097,1.561,2.251,2.118,2.523,2.097,2.196,2.7,1.188,4.137,2.821,,,,,,,,,,,,,,1,F,+
A_Mouse LD Punish Incorrect Training v2,Chamber 3 [Env. 19],5/6/2025 13:48,c2m2,580.943,30,0,83.333,18,12,23.819,42.746,67.146,83.572,101.31,116.442,131.67,148.591,169.009,185.769,207.17,234.72,248.392,266.851,288.143,309.18,326.681,352.621,369.123,388.106,414.023,428.324,451.949,468.947,484.122,505.111,525.343,544.905,566.254,580.942,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0,100,100,0,0,100,100,5.862,6.367,6.479,10.885,4.435,5.359,3.002,1.56,3.387,8.048,3.02,8.628,0.931,5.845,7.721,7.637,1.59,13.987,2.985,12.758,2.101,10.243,3.205,8.074,6.568,1.735,,,,,,9.526,1.166,0.95,4.113,3.283,,,,,,,,,,,,,,,,,,3.808,1.568,1.755,1.223,2.763,1.502,1.983,1.003,1.7,1.317,1.068,1.561,1.304,1.225,1.521,2.725,1.524,2.032,1.304,2.347,0.932,1.032,0.965,1.165,2.123,1.571,1.555,,,,,,2,F,+
A_Mouse LD 1 choice v2,Chamber 3 [Env. 19],5/7/2025 15:57,c2m2,681.479,30,0,20,25,16,23.84,43.436,61.324,85.015,105.921,137.75,158.027,182.329,260.743,284.229,303.895,323.049,349.95,371.569,389.598,402.595,424.259,441.718,458.735,477.942,497.62,531.192,549.478,568.205,586.61,604.252,624.311,638.152,656.681,681.465,0,0,0,0,0,0,100,0,100,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,F,+
A_Mouse LD 1 choice v2,Chamber 3 [Env. 19],5/8/2025 15:06,c2m2,665.553,30,0,40,17,2,25.776,44.244,63.239,84.248,108.24,153.345,175.025,199.686,213.21,237.482,256.455,304.453,323.064,336.928,354.081,371.858,389.751,405.966,427.336,464.996,491.944,508.986,525.413,552.641,576.337,594.257,608.387,628.801,649.424,665.54,100,0,0,0,0,100,0,100,100,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,100,100,100,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,F,+
A_Mouse LD 1 choice v2,Chamber 3 [Env. 19],5/9/2025 13:23,c2m2,581.951,30,0,66.667,41,6,24.426,45.093,67.824,85.071,128.512,146.896,170.785,195.292,214.514,232.49,249.532,267.687,285.151,322.723,341.18,358.551,373.547,387.996,401.794,415.517,435.067,452.552,470.308,484.492,496.757,513.157,532.988,550.515,565.43,581.95,100,0,0,0,100,0,0,100,0,100,100,0,0,100,100,0,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,F,+
A_Mouse LD 1 choice v2,Chamber 3 [Env. 19],5/10/2025 17:15,c2m2,473.349,30,0,83.333,29,3,23.488,42.701,57.338,71.04,84.691,101.344,116.144,132.938,148.197,163.171,178.2,190.564,207.226,230.384,243.424,257.715,276.337,289.207,303.277,323.449,337.354,352.835,366.852,380.121,394.01,410.307,430.252,444.898,461.153,473.348,0,0,100,100,100,100,100,0,100,100,100,100,100,0,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,F,+
A_Mouse LD 1 choice v2,Chamber 3 [Env. 19],5/11/2025 17:54,c2m2,479.147,30,0,96.667,22,3,29.698,45.99,60.674,77.27,91.504,105.375,118.538,135.989,150.472,164.626,176.124,192.182,208.253,222.604,237.31,252.663,267.934,284.699,298.887,312.976,328.706,342.069,355.884,371.883,387.737,400.664,414.113,439.791,459.656,479.132,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,F,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/12/2025 14:10,c2m2,685.604,30,0,33.333,9,4,22.861,38.077,54.085,76.097,93.676,107.614,124.989,140.472,160.787,181.802,205.839,227.127,251.894,274.274,294.281,316.63,337.148,359.388,381.533,407.364,442.677,462.118,480.581,499.978,519.63,538.216,555.955,579.636,596.29,685.603,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,F,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/14/2025 15:34,c2m2,579.204,30,0,36.667,10,6,20.28,32.906,49.247,66.015,83.486,96.405,113.355,126.975,151.567,171.267,188.714,205.343,224.398,243.744,262.713,298.496,318.508,335.229,364.7,384.749,399.124,417.353,435.767,461.451,483.281,505.158,524.185,540.462,559.967,579.203,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,F,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/15/2025 13:44,c2m2,856.749,30,0,33.333,10,8,22.566,36.384,57.78,73.598,88.725,118.082,147.95,162.183,184.447,203.202,231.829,254.364,274.734,304.202,322.076,341.406,362.056,384.401,417.151,439.1,466.211,487.309,505.236,535.696,563.51,627.656,744.869,813.504,837.975,856.748,100,100,100,100,100,100,100,100,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,F,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/16/2025 14:56,c2m2,832.25,30,0,43.333,21,11,21.332,33.436,49.44,65.294,82.397,96.931,119.233,133.397,165.967,186.491,212.493,254.73,285.129,354.098,379.574,471.921,502.176,531.082,548.598,570.852,595.389,634.007,666.466,686.748,706.445,723.863,741.961,770.198,792.752,832.249,100,100,100,100,100,100,100,100,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,100,100,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,F,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/19/2025 14:23,c2m2,988.33,30,0,36.667,8,8,20.052,32.72,53.729,100.026,114.265,147.254,180.956,193.746,256.1,275.56,293.764,343.269,386.195,406.408,434.889,481.572,501.835,522.175,544.441,580.514,597.954,645.265,666.793,714.16,802.165,837.576,891.783,910.253,968.601,988.316,100,100,100,100,100,0,100,100,0,0,0,100,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,F,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/20/2025 14:43,c2m2,829.231,30,0,40,14,10,18.944,34.465,55.227,104.441,129.019,147.045,161.822,174.676,211.475,230.141,248.667,274.99,292.551,312.739,330.001,434.933,454.304,476.924,495.659,513.661,548.644,568.14,612.421,675.231,691.872,720.78,741.196,763.185,795.541,829.217,100,100,100,100,0,100,100,100,0,100,0,0,100,0,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,F,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/21/2025 15:54,c2m2,774.644,30,0,60,8,9,17.272,34.223,62.189,76.319,98.89,113.643,161.298,175.829,248.576,270.807,299.431,332.04,364.35,386.089,399.779,418.164,440.085,498.958,515.33,549.126,569.275,588.498,637.126,665.06,678.629,695.728,714.984,737.085,754.915,774.643,100,100,100,100,100,100,100,100,0,0,100,0,100,0,100,0,0,0,100,0,0,100,0,100,100,100,100,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,F,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/22/2025 15:18,c2m2,611.158,30,0,70,11,15,24.159,37.079,49.184,62.15,75.612,89.525,102.954,115.271,149.385,170.968,189.231,210.777,237.268,255.379,282.325,327.868,375.421,392.692,411.791,433.042,454.359,467.777,489.605,502.715,517.737,537.202,551.836,571.405,589.858,611.144,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,100,0,100,100,0,100,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,F,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/27/2025 16:20,c2m2,671.856,30,0,56.667,11,4,20.842,33.092,47.208,65.081,79.467,94.342,111.108,133.211,156.383,172.658,186.925,211.315,225.469,244.742,263.26,296.256,315.573,341.116,374.342,400.944,415.592,438.68,466.796,486.897,510.93,534.316,548.997,569.186,600.761,671.855,100,100,100,0,100,100,100,0,0,100,100,100,100,0,0,0,100,0,100,100,100,0,100,0,0,0,100,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,F,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/28/2025 14:38,c2m2,870.31,30,0,40,8,20,18.273,32.348,53.02,67.904,80.817,97.162,113.063,127.477,172.7,195.544,219.748,249.89,298.477,316.507,338.163,397.1,420.006,480.51,501.142,539.095,564.482,592.163,619.872,653.938,678.875,700.799,735.739,756.871,799.286,870.296,100,100,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,100,0,0,100,0,100,100,100,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,F,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/29/2025 15:50,c2m2,633.955,30,0,70,3,11,20.449,43.561,59.847,73.309,89.524,107.622,136.395,149.248,173.203,188.747,215.191,233.878,254.42,279.297,303.852,324.251,341.081,356.075,375.237,393.376,411.375,444.1,478.331,496.217,516.985,535.492,552.84,579.216,611.434,633.94,100,100,100,100,100,100,0,100,100,100,100,0,100,100,100,0,100,100,0,0,0,100,100,100,0,0,100,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,F,+
