Schedule name,Environment name,Schedule run date,Animal ID,Max_Schedule_Time,End Summary - Condition (1),End Summary - Trials Completed (1),End Summary - No Correction Trials (1),End Summary - % Correct (1),End Summary - Left ITI Touches (1),End Summary - Right ITI Touches (1),Correct touch latency (1),Correct touch latency (2),Correct touch latency (3),Correct touch latency (4),Correct touch latency (5),Correct touch latency (6),Correct touch latency (7),Correct touch latency (8),Correct touch latency (9),Correct touch latency (10),Correct touch latency (11),Correct touch latency (12),Correct touch latency (13),Correct touch latency (14),Correct touch latency (15),Correct touch latency (16),Correct touch latency (17),Correct touch latency (18),Correct touch latency (19),Correct touch latency (20),Correct touch latency (21),Correct touch latency (22),Correct touch latency (23),Correct touch latency (24),Correct touch latency (25),Correct touch latency (26),Correct touch latency (27),Correct touch latency (28),Correct touch latency (29),Correct touch latency (30),Incorrect Touch Latency (1),Incorrect Touch Latency (2),Incorrect Touch Latency (3),Incorrect Touch Latency (4),Incorrect Touch Latency (5),Incorrect Touch Latency (6),Incorrect Touch Latency (7),Incorrect Touch Latency (8),Incorrect Touch Latency (9),Incorrect Touch Latency (10),Incorrect Touch Latency (11),Incorrect Touch Latency (12),Incorrect Touch Latency (13),Incorrect Touch Latency (14),Incorrect Touch Latency (15),Incorrect Touch Latency (16),Incorrect Touch Latency (17),Incorrect Touch Latency (18),Incorrect Touch Latency (19),Incorrect Touch Latency (20),Incorrect Touch Latency (21),Incorrect Touch Latency (22),Incorrect Touch Latency (23),Incorrect Touch Latency (24),Incorrect Touch Latency (25),Incorrect Touch Latency (26),Incorrect Touch Latency (27),Incorrect Touch Latency (28),Incorrect Touch Latency (29),Incorrect Touch Latency (30),Incorrect Touch Latency (31),Incorrect Touch Latency (32),Incorrect Touch Latency (33),Incorrect Touch Latency (34),Incorrect Touch Latency (35),Incorrect Touch Latency (36),Incorrect Touch Latency (37),Incorrect Touch Latency (38),Incorrect Touch Latency (39),Incorrect Touch Latency (40),Incorrect Touch Latency (41),Incorrect Touch Latency (42),Incorrect Touch Latency (43),Incorrect Touch Latency (44),Incorrect Touch Latency (45),Incorrect Touch Latency (46),Incorrect Touch Latency (47),Incorrect Touch Latency (48),Incorrect Touch Latency (49),Incorrect Touch Latency (50),Incorrect Touch Latency (51),Incorrect Touch Latency (52),Incorrect Touch Latency (53),Correct Left touch latency (1),Correct Left touch latency (2),Correct Left touch latency (3),Correct Left touch latency (4),Correct Left touch latency (5),Correct Left touch latency (6),Correct Left touch latency (7),Correct Left touch latency (8),Correct Left touch latency (9),Correct Left touch latency (10),Correct Left touch latency (11),Correct Left touch latency (12),Correct Left touch latency (13),Correct Left touch latency (14),Correct Left touch latency (15),Correct Right touch latency (1),Correct Right touch latency (2),Correct Right touch latency (3),Correct Right touch latency (4),Correct Right touch latency (5),Correct Right touch latency (6),Correct Right touch latency (7),Correct Right touch latency (8),Correct Right touch latency (9),Correct Right touch latency (10),Correct Right touch latency (11),Correct Right touch latency (12),Correct Right touch latency (13),Correct Right touch latency (14),Correct Right touch latency (15),Correct Reward Collection (1),Correct Reward Collection (2),Correct Reward Collection (3),Correct Reward Collection (4),Correct Reward Collection (5),Correct Reward Collection (6),Correct Reward Collection (7),Correct Reward Collection (8),Correct Reward Collection (9),Correct Reward Collection (10),Correct Reward Collection (11),Correct Reward Collection (12),Correct Reward Collection (13),Correct Reward Collection (14),Correct Reward Collection (15),Correct Reward Collection (16),Correct Reward Collection (17),Correct Reward Collection (18),Correct Reward Collection (19),Correct Reward Collection (20),Correct Reward Collection (21),Correct Reward Collection (22),Correct Reward Collection (23),Correct Reward Collection (24),Correct Reward Collection (25),Correct Reward Collection (26),Correct Reward Collection (27),Correct Reward Collection (28),Correct Reward Collection (29),Correct Reward Collection (30),1 Trial analysis - Condition (1),1 Trial analysis - Condition (2),1 Trial analysis - Condition (3),1 Trial analysis - Condition (4),1 Trial analysis - Condition (5),1 Trial analysis - Condition (6),1 Trial analysis - Condition (7),1 Trial analysis - Condition (8),1 Trial analysis - Condition (9),1 Trial analysis - Condition (10),1 Trial analysis - Condition (11),1 Trial analysis - Condition (12),1 Trial analysis - Condition (13),1 Trial analysis - Condition (14),1 Trial analysis - Condition (15),1 Trial analysis - Condition (16),1 Trial analysis - Condition (17),1 Trial analysis - Condition (18),1 Trial analysis - Condition (19),1 Trial analysis - Condition (20),1 Trial analysis - Condition (21),1 Trial analysis - Condition (22),1 Trial analysis - Condition (23),1 Trial analysis - Condition (24),1 Trial analysis - Condition (25),1 Trial analysis - Condition (26),1 Trial analysis - Condition (27),1 Trial analysis - Condition (28),1 Trial analysis - Condition (29),1 Trial analysis - Condition (30),1 Trial analysis - No. Correct (1),1 Trial analysis - No. Correct (2),1 Trial analysis - No. Correct (3),1 Trial analysis - No. Correct (4),1 Trial analysis - No. Correct (5),1 Trial analysis - No. Correct (6),1 Trial analysis - No. Correct (7),1 Trial analysis - No. Correct (8),1 Trial analysis - No. Correct (9),1 Trial analysis - No. Correct (10),1 Trial analysis - No. Correct (11),1 Trial analysis - No. Correct (12),1 Trial analysis - No. Correct (13),1 Trial analysis - No. Correct (14),1 Trial analysis - No. Correct (15),1 Trial analysis - No. Correct (16),1 Trial analysis - No. Correct (17),1 Trial analysis - No. Correct (18),1 Trial analysis - No. Correct (19),1 Trial analysis - No. Correct (20),1 Trial analysis - No. Correct (21),1 Trial analysis - No. Correct (22),1 Trial analysis - No. Correct (23),1 Trial analysis - No. Correct (24),1 Trial analysis - No. Correct (25),1 Trial analysis - No. Correct (26),1 Trial analysis - No. Correct (27),1 Trial analysis - No. Correct (28),1 Trial analysis - No. Correct (29),1 Trial analysis - No. Correct (30),1 Trial analysis - Percentage Correct (1),1 Trial analysis - Percentage Correct (2),1 Trial analysis - Percentage Correct (3),1 Trial analysis - Percentage Correct (4),1 Trial analysis - Percentage Correct (5),1 Trial analysis - Percentage Correct (6),1 Trial analysis - Percentage Correct (7),1 Trial analysis - Percentage Correct (8),1 Trial analysis - Percentage Correct (9),1 Trial analysis - Percentage Correct (10),1 Trial analysis - Percentage Correct (11),1 Trial analysis - Percentage Correct (12),1 Trial analysis - Percentage Correct (13),1 Trial analysis - Percentage Correct (14),1 Trial analysis - Percentage Correct (15),1 Trial analysis - Percentage Correct (16),1 Trial analysis - Percentage Correct (17),1 Trial analysis - Percentage Correct (18),1 Trial analysis - Percentage Correct (19),1 Trial analysis - Percentage Correct (20),1 Trial analysis - Percentage Correct (21),1 Trial analysis - Percentage Correct (22),1 Trial analysis - Percentage Correct (23),1 Trial analysis - Percentage Correct (24),1 Trial analysis - Percentage Correct (25),1 Trial analysis - Percentage Correct (26),1 Trial analysis - Percentage Correct (27),1 Trial analysis - Percentage Correct (28),1 Trial analysis - Percentage Correct (29),1 Trial analysis - Percentage Correct (30),Correct touch latency mean,Incorrect Touch Latency mean,Correct Left touch latency mean,Correct Right touch latency mean,Correct Reward Collection mean,Sex,Day,Genotype
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/19/2025 15:29,c1m2,1620,1620,11,46,9.091,67,65,3.247,3.241,3.085,2.075,2.209,1.016,4.965,2.123,2.052,1.83,,,,,,,,,,,,,,,,,,,,,1.263,1.989,2.91,3.344,2.082,2.38,1.455,4.886,1.687,2.287,1.62,0.925,4.114,1.754,1.138,1.026,0.896,1.772,7.633,1.1,1.101,1.624,4.128,1.086,2.357,3.072,1.329,2.009,1.271,2.184,1.982,2.923,1.853,1.778,2.057,1.206,1.479,4.022,1.815,4.386,2.215,3.18,3.474,3.937,0.95,1.8,2.58,,,,,,,3.241,2.209,1.016,2.052,1.83,,,,,,,,,,,3.247,3.085,2.075,4.965,2.123,,,,,,,,,,,0.9,0.803,1.564,0.841,1.136,1.202,0.993,0.843,0.982,0.77,,,,,,,,,,,,,,,,,,,,,30.468,58.793,210.538,551.709,842.25,1017,1160.604,1273.022,1415.383,1472.214,1527.871,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2.584,2.299,2.07,3.099,1.003,M,11,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/20/2025 15:16,c1m2,1620,1620.01,23,36,26.087,26,40,1.76,3.031,2.83,2.232,1.532,2.016,1.161,3.436,9.534,3.291,1.361,4.007,1.988,2.842,2.13,1.29,2.208,1.909,1.322,2.698,1.165,1.789,,,,,,,,,2.893,1.72,1.262,1.335,2.042,1.666,4.238,1.485,2.368,1.865,2.267,1.093,1.689,2.613,2.654,3.79,1.194,1.086,1.081,1.047,1.328,1.569,2.314,2.124,0.879,1.046,1.159,1.214,1.721,1.156,2.267,2.918,2.667,1.832,1.486,1.397,,,,,,,,,,,,,,,,,,1.76,2.83,1.532,2.016,1.161,1.361,2.842,1.29,1.322,2.698,1.165,,,,,3.031,2.232,3.436,9.534,3.291,4.007,1.988,2.13,2.208,1.909,1.789,,,,,0.759,0.857,0.924,0.834,0.998,1.344,1.008,0.843,1.201,1.025,0.898,0.869,0.795,1.176,0.762,0.833,1.335,0.832,0.914,0.815,0.994,1.124,,,,,,,,,33.352,114.707,198.052,317.2,398.84,507.262,531.4,559.247,674.352,732.505,756.051,783.143,839.789,901.446,929.998,1069.31,1149.75,1204.741,1399.87,1448.137,1477.216,1558.346,1617.782,,,,,,,,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,0,0,0,0,0,100,100,0,0,100,100,0,0,100,0,0,0,0,0,100,0,0,0,,,,,,,,2.524,1.846,1.816,3.232,0.961,M,12,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/23/2025 16:10,c1m2,1620,1620,15,12,66.667,21,27,0.974,1.629,2.909,1.755,1.282,2.468,5.37,5.659,6.229,1.467,1.995,3.906,1.46,2.757,1.88,,,,,,,,,,,,,,,,3.918,2.797,1.388,1.593,2.721,1.766,2.188,1.459,1.425,0.962,1.545,5.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974,2.909,1.755,6.229,1.467,3.906,1.46,2.757,,,,,,,,1.629,1.282,2.468,5.37,5.659,1.995,1.88,,,,,,,,,0.967,0.855,1.528,9.747,1.01,1.339,0.976,4.151,0.962,0.965,6.409,1.567,1.422,5.666,1.33,,,,,,,,,,,,,,,,33.73,193.633,256.277,367.613,410.595,758.392,1133.233,1207.531,1246.307,1318.438,1348.96,1380.217,1518.36,1548.034,1578.538,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,0,100,100,100,0,0,0,100,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,2.783,2.278,2.682,2.898,2.593,M,13,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/24/2025 15:05,c1m2,1620,1620.001,24,18,58.333,41,33,3.155,15.389,1.213,10,2.056,2.384,2.54,1.589,1.35,2.346,1.653,3.059,4.359,2.276,2.645,3.179,4.629,1.188,1.397,1.402,4.154,1.944,2.716,,,,,,,,5.799,2.364,1.307,8.168,8.267,1.88,1.232,1.064,1.325,1.243,1.451,1.593,1.842,3.526,3.295,1.325,1.359,1.689,3.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.213,2.384,2.54,1.35,2.346,1.653,3.059,3.179,1.188,1.397,2.716,,,,,3.155,15.389,10,2.056,1.589,4.359,2.276,2.645,4.629,1.402,4.154,1.944,,,,2.733,33.834,1.096,1.322,1.002,12.389,1.017,0.96,0.771,1.396,0.973,1.006,1.087,1.572,2.033,1.474,4.146,0.868,1.028,1.233,0.99,0.729,2.269,,,,,,,,30.28,101.4,126.129,158.192,378.663,540.638,564.992,597.069,686.463,716.91,746.052,775.971,901.74,998.658,1051.433,1079.206,1116.683,1192.073,1217.201,1244.675,1410.227,1472.892,1502.78,1563.499,,,,,,,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,,,,,,,100,100,100,0,0,100,100,0,100,100,100,100,0,0,100,100,0,100,100,0,0,100,0,0,,,,,,,3.331,2.724,2.093,4.467,3.301,M,14,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/25/2025 13:36,c1m2,1620,1620,21,16,66.667,86,132,2.732,2.732,0.994,2.578,2.928,1.979,1.064,2.206,3.936,1.953,1.925,1.521,2.44,4.471,2.383,2.049,3.209,2.39,1.044,2.444,1.268,1.259,,,,,,,,,2.081,1.085,1.293,4.591,7.101,1.687,1.147,2.143,0.987,1.846,1.035,1.249,1.974,1.448,2.175,2.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,2.928,1.979,2.206,3.936,1.925,2.049,2.39,1.044,2.444,1.259,,,,,2.732,2.732,2.578,1.064,1.953,1.521,2.44,4.471,2.383,3.209,1.268,,,,,1.214,1.253,0.743,1.063,1.141,1.113,5.135,1.618,1.652,1.095,1.233,1.295,1.129,0.836,31.898,0.812,2.132,3.881,0.746,3.148,2.342,1.045,,,,,,,,,87.033,213.766,238.277,306.278,742.573,771.331,800.98,840.496,991.245,1018.195,1131.549,1158.111,1186.594,1267.506,1297.217,1391.977,1423.27,1463.671,1529.67,1561.199,1589.239,,,,,,,,,,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,,,,,,,,,,0,100,100,0,100,100,100,0,100,0,100,100,0,100,0,100,100,100,100,100,0,,,,,,,,,,2.25,2.135,2.105,2.396,3.024,M,15,+
A_Mouse Pairwise Must Touch Training v3,Chamber 3 [Env. 19],6/5/2025 15:29,c1m3,1620,742.531,30,0,0,178,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.837,84.026,107.962,133.93,157.963,181.378,204.508,226.163,249.866,274.536,297.624,322.145,347.125,370.613,395.205,416.595,438.575,461.49,486.832,509.048,531.703,554.524,578.504,601.735,625.694,647.816,674.999,698.413,721.003,742.527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,M,1,+
A_Mouse Pairwise Punish Incorrect Training v3,Chamber 3 [Env. 19],6/6/2025 15:05,c1m3,1620,779.699,30,0,100,109,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.917,55.209,82.689,109.329,136.905,160.654,184.864,209.037,235.486,264.464,287.778,314.936,340.735,368.22,400.6,426.333,451.459,479.002,506.009,530.986,553.756,579.582,605.085,633.239,658.644,681.702,706.6,729.678,754.466,779.698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,M,2,+
A_Mouse Pairwise Discrimination v3,Chamber 3 [Env. 19],6/9/2025 15:50,c1m3,1620,1100.809,30,11,73.333,87,90,4.013,1.527,2.241,1.579,2.626,1.431,1.564,1.789,1.742,2.374,1.465,1.75,0.893,0.968,1.78,3.059,2.124,2.146,2.665,3.214,1.528,2.427,1.354,2.926,2.047,1.544,1.056,1.484,2.382,,3.041,1.788,2.922,2.214,2.181,1.01,1.279,1.193,1.523,1.589,0.977,1.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579,2.626,1.431,1.742,2.374,1.465,0.893,0.968,1.78,3.059,1.528,2.427,1.354,2.926,1.056,4.013,1.527,2.241,1.564,1.789,1.75,2.124,2.146,2.665,3.214,2.047,1.544,1.484,2.382,,1.085,0.99,1.701,0.796,1.172,0.796,0.844,1.001,1.045,1.093,0.835,0.88,0.882,0.73,0.841,1.142,1.126,1.377,1.029,1.553,1.12,0.962,0.859,1.032,0.908,0.974,0.879,1.331,1.572,,31.646,55.222,88.125,202.066,251.645,276.375,299.848,324.261,348.641,377.984,426.015,453.619,564.056,587.171,619.274,644.985,669.483,701.124,761.412,815.23,842.044,870.279,892.499,917.23,942.93,968.445,991.415,1016.223,1047.318,1100.808,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,100,100,0,0,100,100,100,100,100,0,100,0,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,100,0,0,1.99,1.737,1.814,2.178,1.054,M,3,+
A_Mouse Pairwise Discrimination v3,Chamber 3 [Env. 19],6/10/2025 13:27,c1m3,1620,1278.14,30,17,60,127,95,1.839,2.25,1.875,1.955,1.389,5.227,2.889,1.589,1.868,2.088,3.486,2.272,2.873,1.679,1.54,1.949,1.392,2.73,1.878,1.289,2.455,1.772,3.769,2.312,1.118,1.639,1.245,1.542,1.362,2.588,3.11,1.483,2.713,2.119,1.541,1.803,1.186,1.424,1.861,1.293,1.789,1.142,3.922,2.103,1.261,3.955,4.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.839,1.389,5.227,1.589,2.088,2.272,1.679,1.949,1.392,1.878,1.772,1.118,1.639,1.245,1.362,2.25,1.875,1.955,2.889,1.868,3.486,2.873,1.54,2.73,1.289,2.455,3.769,2.312,1.542,2.588,1.472,1.221,1.279,1.233,0.908,1.425,1.76,1.094,2.053,0.943,1.189,0.874,1.13,0.933,2.345,1.22,0.808,0.853,1.043,1.033,0.93,1.026,1.375,1.065,0.861,0.945,0.994,1.707,0.887,1.572,33.689,82.689,107.112,132.924,157.64,187.681,270.923,295.084,321.649,347.086,372.619,400.219,458.242,510.197,534.283,558.155,587.743,638.104,664.066,691.604,745.149,799.915,855.175,939.814,997.079,1079.883,1197.16,1224.826,1248.129,1278.127,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,100,100,100,100,0,100,100,100,100,100,0,0,100,100,100,0,100,100,0,0,0,0,0,0,0,100,100,100,100,2.129,2.165,1.896,2.361,1.206,M,4,+
A_Mouse Pairwise Discrimination v3,Chamber 3 [Env. 19],6/11/2025 13:54,c1m3,1620,1215.718,30,13,73.333,64,63,1.596,2.565,1.456,2.613,2.636,2.393,2.35,2.242,2.435,2.487,1.642,4.169,1.855,1.456,2.214,3.809,3.029,2.547,2.208,3.008,2.251,3.503,2.053,2.117,2.337,1.252,2.417,1.509,2.375,2.346,1.714,2.424,1.786,2.433,1.2,1.173,1.66,1.267,1.676,1.586,2.745,3.369,2.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.596,2.565,2.636,2.393,2.35,1.642,1.855,2.214,2.547,2.208,3.503,2.117,2.337,2.375,2.346,1.456,2.613,2.242,2.435,2.487,4.169,1.456,3.809,3.029,3.008,2.251,2.053,1.252,2.417,1.509,1.085,1.312,1.002,1.457,1.179,1.168,0.993,1.11,0.93,1.483,0.911,1.268,0.935,2.373,0.9,1.488,1.316,0.89,1.096,4.774,2.831,0.907,1.71,2.029,1.845,1.155,1.424,1.233,1.141,1.126,32.31,170.152,194.475,219.943,244.904,270.212,295.547,320.495,345.592,370.753,396.105,424.367,478.233,504.138,533.623,561.404,617.772,670.547,711.897,742.357,768.655,825.33,853.12,967.608,1002.271,1088.342,1113.419,1141.218,1190.107,1215.705,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,100,100,100,0,100,0,100,0,100,100,0,100,100,2.362,1.932,2.312,2.412,1.436,M,5,+
A_Mouse Pairwise Discrimination v3,Chamber 3 [Env. 19],6/12/2025 15:21,c1m3,1620,1308.014,30,19,66.667,121,85,2.319,2.944,1.338,1.753,2.438,1.701,0.959,1.788,3.1,1.539,1.841,1.587,3.535,1.852,1.63,1.151,2.161,1.613,3.301,1.459,1.67,2.638,1.371,2.412,1.689,1.743,2.596,1.253,1.111,2.784,1.589,1.953,2.61,2.256,2.104,1.669,2.339,2.105,1.296,1.837,1.311,1.72,1.999,2.414,2.238,1.266,1.502,2.406,1.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.319,1.753,1.701,0.959,1.788,1.587,3.535,1.852,2.161,3.301,2.638,2.412,2.596,1.253,2.784,2.944,1.338,2.438,3.1,1.539,1.841,1.63,1.151,1.613,1.459,1.67,1.371,1.689,1.743,1.111,0.97,0.968,1.062,1.026,1.272,0.836,0.841,0.895,3.681,1.109,1.669,0.746,2.057,0.83,1.16,2.212,1.731,1.358,1.34,0.977,1.707,1.176,2.073,1.539,2.328,1.072,1.071,0.903,1.473,1.045,32.674,147.847,171.112,199.68,308.58,331.96,361.768,409.014,437.444,578.837,660.136,711.611,738.703,765.05,789.235,814.198,842.147,892.064,919.997,996.856,1030.8,1083.018,1108.708,1133.607,1158.616,1181.458,1208.43,1259.87,1283.314,1308.013,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,100,100,0,100,100,0,100,0,0,0,100,100,100,100,100,0,100,0,100,0,100,100,100,100,100,0,100,100,100,1.976,1.881,2.176,1.776,1.371,M,6,+
A_Mouse Pairwise Discrimination v3,Chamber 3 [Env. 19],6/13/2025 13:18,c1m3,1620,1030.099,30,9,76.667,67,59,10.155,1.173,1.664,1.888,1.312,1.553,1.49,2.035,1.373,1.824,2.388,3.828,1.813,2.338,2.689,1.061,4.555,2.782,2.139,2.201,1.582,2.138,1.302,1.704,2.373,2.362,2.088,3.348,1.923,1.98,1.452,1.794,1.534,1.634,2.801,2.038,1.739,1.778,2.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.888,1.553,1.49,2.035,1.824,2.388,1.813,2.689,1.061,2.201,2.138,2.088,3.348,1.923,1.98,10.155,1.173,1.664,1.312,1.373,3.828,2.338,4.555,2.782,2.139,1.582,1.302,1.704,2.373,2.362,1.514,1.92,1.219,0.876,1.838,0.934,0.914,0.874,1.305,1.569,4.08,1.654,0.838,1.057,1.133,0.902,1.495,1.077,1.081,1.393,1.996,0.873,2.122,1.994,0.995,1.669,0.891,2.125,2.38,1.527,33.251,57.701,83.625,107.449,135.019,245.149,270.428,295.777,324.03,373.689,401.098,430.247,480.754,508.667,559.151,582.557,610.014,662.972,689.779,741.551,765.772,789.774,816.301,845.417,870.662,900.473,952.295,978.558,1005.702,1030.086,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,100,100,100,100,0,100,100,100,0,100,100,0,100,0,100,100,0,100,0,100,100,100,100,100,100,0,100,100,100,100,2.369,1.906,2.028,2.709,1.475,M,7,+
A_Mouse Pairwise Discrimination v3,Chamber 3 [Env. 19],6/16/2025 15:21,c1m3,1620,790.433,30,1,96.667,73,29,1.346,1.251,1.643,2.63,1.732,5.028,3.978,1.498,1.944,1.767,2.76,2.006,5.603,1.911,4.078,3.303,1.069,2.084,1.468,1.539,1.52,3.157,3.208,3.975,1.563,1.049,2.993,1.995,0.994,1.987,1.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.643,2.63,1.498,1.944,1.767,2.006,1.911,2.084,1.468,1.539,1.52,3.157,1.563,1.995,1.987,1.346,1.251,1.732,5.028,3.978,2.76,5.603,4.078,3.303,1.069,3.208,3.975,1.049,2.993,0.994,1.505,1.149,1.207,0.931,1.703,1.441,1.098,0.87,0.857,0.799,1.954,1.272,1.325,1.461,1.415,0.974,1.088,1.276,0.792,1.06,0.986,1.004,1.206,1.199,1.386,1.249,1.084,1.494,1.093,0.782,29.235,52.358,76.224,102.066,126.41,154.845,181.112,204.303,228.756,252.063,277.56,303.037,331.022,384.399,411.07,438.573,461.862,487.533,512.031,539.145,561.663,587.39,614.146,640.143,664.861,687.833,712.66,738.166,765.158,790.432,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.369,1.324,1.914,2.824,1.189,M,8,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 3 [Env. 19],6/17/2025 14:35,c1m3,1620,1620,2,52,0,99,56,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.107,2.676,2.766,1.633,1.778,1.384,1.507,3.305,1.071,2.097,1.275,1.575,2.066,1.308,5.154,2.399,2.214,1.45,4.022,1.216,1.024,1.011,2.678,4.632,1.687,4.97,2.418,5.421,2.105,1.136,2.397,1.161,1.453,7.458,1.675,0.928,3.409,3.498,7.897,0.979,1.009,1.222,2.078,10.261,4.582,1.864,1.017,2.166,1.663,2.398,3.179,1.721,8.818,,,,,,,,,,,,,,,,3.61,,,,,,,,,,,,,,,1.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7,1285.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61,2.697,0,3.61,1.186,M,9,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 3 [Env. 19],6/18/2025 14:56,c1m3,1620,1620,10,45,0,51,55,2.265,6.107,1.778,1.763,2.019,3.893,4.028,2.281,2.418,,,,,,,,,,,,,,,,,,,,,,2.158,3.437,2.579,1.882,0.911,1.293,1.682,2.137,2.832,2.479,1.026,1.784,1.091,0.955,1.504,1.336,3.64,2.044,1.076,1.819,2.16,0.959,2.01,1.117,1.736,0.923,1.06,2.812,1.187,2.079,0.761,3.057,1.078,2.441,2.205,0.8,1.148,2.649,1.518,0.863,0.991,4.072,1.02,2.38,2.04,2.845,,,,,,,,2.265,1.778,1.763,4.028,,,,,,,,,,,,6.107,2.019,3.893,2.281,2.418,,,,,,,,,,,1.009,0.923,1.339,0.751,1.188,0.797,0.831,0.839,0.822,,,,,,,,,,,,,,,,,,,,,,33.671,196.837,322.326,660.947,797.55,1111.846,1167.041,1253.402,1392.584,1574.388,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.95,1.817,2.459,3.344,0.944,M,10,+
