Schedule name,Environment name,Schedule run date,Animal ID,End Summary - Trials Completed (1),Correct touch latency mean,End Summary - % Correct (1),End Summary - Left ITI Touches (1),End Summary - Right ITI Touches (1),trial_percent_correct,trial,correct_touch_latency,session_index,task,correct,x_stim,y,session_key,y_prev,correct_prev,r_prev,bias,prev_choice,wsls,correct_touch_latency_z
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,5,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,6,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,7,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,0.0,8,,16,LD,0,-1,1,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,9,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,10,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,11,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,12,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,13,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,14,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,15,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,16,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,17,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,18,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,19,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,20,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,21,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,22,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,0.0,23,,16,LD,0,-1,1,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,24,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,25,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,26,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,27,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,28,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,29,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-15 15:11:00,83,30,0.0,93.333,4,7,100.0,30,,16,LD,1,-1,0,83|2025-10-15 15:11:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,1,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,,,,1.0,0.0,0.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,2,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,3,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,4,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,5,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,6,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,7,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,8,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,9,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,10,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,11,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,12,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,13,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,14,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,15,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,16,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,17,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,18,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,19,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,20,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,21,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,22,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,23,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,24,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,0.0,25,,17,LD,0,-1,1,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,26,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,27,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,0.0,28,,17,LD,0,-1,1,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,29,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD 1 choice v2,Chamber 6 [Env. 22],2025-10-16 17:34:00,83,30,0.0,93.333,5,4,100.0,30,,17,LD,1,-1,0,83|2025-10-16 17:34:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,100.0,1,,18,LD-reversal,1,1,1,83|2025-10-18 16:20:00|LD-reversal,,,,1.0,0.0,0.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,2,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,3,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,4,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,5,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,6,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,7,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,8,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,100.0,9,,18,LD-reversal,1,1,1,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,10,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,11,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,12,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,13,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,14,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,15,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,16,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,100.0,17,,18,LD-reversal,1,1,1,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,18,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,19,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,20,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,21,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,22,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,23,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,24,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,25,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,26,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,27,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,100.0,28,,18,LD-reversal,1,1,1,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,29,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 6 [Env. 22],2025-10-18 16:20:00,83,30,0.0,13.333,1,11,0.0,30,,18,LD-reversal,0,1,0,83|2025-10-18 16:20:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,100.0,1,,1,LD,1,-1,0,84|2025-09-25 17:53:00|LD,,,,1.0,0.0,0.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,0.0,2,,1,LD,0,-1,1,84|2025-09-25 17:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,0.0,3,,1,LD,0,-1,1,84|2025-09-25 17:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,100.0,4,,1,LD,1,-1,0,84|2025-09-25 17:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,100.0,5,,1,LD,1,-1,0,84|2025-09-25 17:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,0.0,6,,1,LD,0,-1,1,84|2025-09-25 17:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,100.0,7,,1,LD,1,-1,0,84|2025-09-25 17:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,100.0,8,,1,LD,1,-1,0,84|2025-09-25 17:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,0.0,9,,1,LD,0,-1,1,84|2025-09-25 17:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,0.0,10,,1,LD,0,-1,1,84|2025-09-25 17:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,0.0,11,,1,LD,0,-1,1,84|2025-09-25 17:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,0.0,12,,1,LD,0,-1,1,84|2025-09-25 17:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,0.0,13,,1,LD,0,-1,1,84|2025-09-25 17:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,100.0,14,,1,LD,1,-1,0,84|2025-09-25 17:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,100.0,15,,1,LD,1,-1,0,84|2025-09-25 17:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,100.0,16,,1,LD,1,-1,0,84|2025-09-25 17:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,0.0,17,,1,LD,0,-1,1,84|2025-09-25 17:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,0.0,18,,1,LD,0,-1,1,84|2025-09-25 17:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,0.0,19,,1,LD,0,-1,1,84|2025-09-25 17:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,0.0,20,,1,LD,0,-1,1,84|2025-09-25 17:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,0.0,21,,1,LD,0,-1,1,84|2025-09-25 17:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,0.0,22,,1,LD,0,-1,1,84|2025-09-25 17:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 7 [Env. 23],2025-09-25 17:53:00,84,30,0.0,0.0,3,6,100.0,23,,1,LD,1,-1,0,84|2025-09-25 17:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
